"","Information","Value","Sample_ID","Genus_sp_lifestage","Number_counted","L1","L2","L3","L4","L5","L6","L7","L8","L9","L10","L11","L12","L13","L14","L15","L16","L17","L18","L19","L20"
"1","Sample_ID","20200812-8-994","20200812-8-994","B_longirostris_w_eggs",,,,,,,,,,,,,,,,,,,,,
"2","Sample_date","20200812","20200812-8-994","B_longirostris_wo_eggs","1","15",,,,,,,,,,,,,,,,,,,
"3","Sample_site","8-994","20200812-8-994","D_mendotae_w_eggs","1","74",,,,,,,,,,,,,,,,,,,
"4","Sample_time",,"20200812-8-994","D_mendotae_wo_eggs","3","38","35","57",,,,,,,,,,,,,,,,,
"5","Project","LEPAS","20200812-8-994","D_retrocurva_w_eggs",,,,,,,,,,,,,,,,,,,,,
"6","Water_body","Western Erie","20200812-8-994","D_retrocurva_wo_eggs",,,,,,,,,,,,,,,,,,,,,
"7","Counter_name","CMD","20200812-8-994","Diaphanosoma_w_eggs","4","56","45","47","52",,,,,,,,,,,,,,,,
"8","Date_counted","20210210","20200812-8-994","Diaphanosoma_wo_eggs","13","32","20","36","42","30","33","38","45","22","27","30","35","28",,,,,,,
"9","Microscope_number","117546","20200812-8-994","B_coregoni_w_eggs",,,,,,,,,,,,,,,,,,,,,
"10","mm_per_ocular_unit","0.0185","20200812-8-994","B_coregoni_wo_eggs",,,,,,,,,,,,,,,,,,,,,
"11","Subsampled_vol_mL","7","20200812-8-994","L_kindti_w_eggs",,,,,,,,,,,,,,,,,,,,,
"12","Diluted_vol_mL","3000","20200812-8-994","L_kindti_wo_eggs","1","102",,,,,,,,,,,,,,,,,,,
"13","Meter_1","90986","20200812-8-994","D_pulex_w_eggs",,,,,,,,,,,,,,,,,,,,,
"14","Meter_2","91358","20200812-8-994","D_pulex_wo_eggs",,,,,,,,,,,,,,,,,,,,,
"15","Revolutions","372","20200812-8-994","D_parvula_w_eggs",,,,,,,,,,,,,,,,,,,,,
"16","Depth_m","13.5","20200812-8-994","D_parvula_wo_eggs",,,,,,,,,,,,,,,,,,,,,
"17","Surface_temp","24.5","20200812-8-994","B_longirostris_eggs",,,,,,,,,,,,,,,,,,,,,
"18","Bottom_temp","19.3","20200812-8-994","D_mendotae_eggs","4","4",,,,,,,,,,,,,,,,,,,
"19","Ave_temp","21.9","20200812-8-994","D_retrocurva_eggs",,,,,,,,,,,,,,,,,,,,,
"20","Secchi_depth_m","3.4","20200812-8-994","Diaphanosoma_eggs","11","3","2","2","4",,,,,,,,,,,,,,,,
"21","Surface_DO","8.66","20200812-8-994","B_coregoni_eggs",,,,,,,,,,,,,,,,,,,,,
"22","Bottom_DO","1.79","20200812-8-994","L_kindti_eggs",,,,,,,,,,,,,,,,,,,,,
"23","Latitude",,"20200812-8-994","Loose_Bosmina_eggs",,,,,,,,,,,,,,,,,,,,,
"24","Longitude",,"20200812-8-994","Loose_Cladoceran_eggs","2",,,,,,,,,,,,,,,,,,,,
"25","Net_diameter_m","0.5","20200812-8-994","Loose_Daphnia_eggs","2",,,,,,,,,,,,,,,,,,,,
"26","Comments","Lots of algae","20200812-8-994","D_parvula_eggs",,,,,,,,,,,,,,,,,,,,,
"27",,,"20200812-8-994","D_pulex_eggs",,,,,,,,,,,,,,,,,,,,,
